SN,Yr_disclosure,Regions,Codes,Number_of_StudR,Number_of_StudE,Student_participation_rates_to_ODC,Number_of_student_participating_ODC,Employed_students_to_CEA,Number_of_Departments_participating_ODC,Number_of_CEA,Difference_of_lecture_sizeclass,sizeclass_equal_under30,sizeclass_over30,ShannonD_for_lecture_credits,ShannonD_for_major_credits,Evenness_for_major_credits,Number_of_students_for_major_credits,ShannonD_for_liberal_credits,Evenness_for_liberal_credits,Number_of_students_for_liberal_credits,Number_of_capstone_students,Capstone_funds,TPTC_per_1K,TPTC,Number_of_volunteer_CL/PG_per_1K,Number_of_volunteer_CL/PG_students,Number_of_volunteer_CL/PG,Rates_of_volunteer_CL/PG_students_to_total_students,Library_literature_per_student,Library_spenditure_per_student,Number_of_StudE_per_faculty,Number_of_StudR_per_faculty,Number_of_entrepreneurship_CL_students,Number_of_entrepreneurship_PG_students,Number_of_entrepreneurship_CLPG_totalstudents,Number_of_entrepreneurship_faculty,entrepreneurship_funds(college),entrepreneurship_funds(business),startup_funds,fund_per_ntrepreneurship_student,startup_supporting_fund,Rates_of_faculty(StudE),Rates_of_faculty(StudR),Faculty_book_publications,factulty_paper_publications,Land_rates(StudE),Land_rates(StudR),Building_rates(StudE),Building_rates(StudR),Total_funds_of_financial_supports,Number_of_financial_support_projects,Total_GF,Number_of_GF_projects,Total_LGF,Number_of_LGF_projects,Financial_supports_per_StudE,Income_of_CIC,total_income_of_CIC,Educational_supports_fee_per_StudE,total_educational_support_fee,total_scholarship_outside,national_scholarship,total_scholarship_inside,disaster_scholaship,total_scholarship,scholarship_per_StudE,Registered_faculty_class_credits,Contract_based_faculty_class credits,Registered_faculty_credit_ratio,Contract_based_faculty_credit_ratio,Total_credits,Average_graduated_scores,Average_graduated_scores_100,Graduate_ShannonD,Graduate_evenness,Number_of_graduates,Number_of_employed,Number_of_exceptions_employment,Freelance,Founders,Industry_faculty_hired,Industry_faculty_designated,Industry_faculty_contract,Industry_faculty_career_less5yr,Industry_faculty_career_over5yr,Ind_facult_over_to_under,Industry_faculty_per_1K,Over5yr_ratio_per_1K,Safety_faculty_ratio,Safety_manage_budget_SCI,Safety_manage_budget_spenditure,Employment_rates
347,2021,10_Gangwon,C087,2613,2743,10.21,280,47,10,171,0.653,895,584,1.812,1.812,0.825,34042,1.812,0.822,5924,302,52663755,27.342,75,2.187,606,6,0.221,53.1,12071.9,32.26,33.86,1489,9,1498,4,2533280,102415440,104948720,70059.226,36000000,64.29,61.36,0.082,0.146,230.9,238.5,132.7,137.1,7575531280,22,7084041100,10,491490180,12,2761768.604,88568248,7184428547,10592128.8,31903491957,8472604570,8226315850,3134538280,334150000,11607142850,3966897.8,1993,1554,0.562,0.438,3547,3.54,87.22,1.671,0.804,1096,707,234,0,9,0,0,0,0.412,0.588,142.857,0,52.081,50,18679239,134.577,75
348,2021,11_Chungbuk,C088,3800,3053,8.22,251,76,10,86,0.424,1297,550,1.75,1.75,0.796,39115,1.75,0.813,6290,283,62710339,60.269,184,0.983,67,3,0.022,37.8,30322.9,37.62,30.23,1520,48,1568,3,0,252844382,252844382,161252.795,3597700,56.11,69.66,0.046,0.06,175.7,213.8,143.3,174.4,7815598590,20,7515326355,9,300272235,11,2559973.334,66078720,8299605833,9997002.7,35329407512,9016926041,8795196051,2846454610,270659650,11863380651,3439658.1,2099.5,2164.5,0.492,0.508,4264,3.42,85.92,1.672,0.761,1255,907,195,12,36,13,0,0,0.413,0.587,142.105,4.258,46.546,50,0,0,67.4
349,2021,11_Chungbuk,C089,2518,2219,0,0,0,0,0,0.414,901,373,1.857,1.857,0.845,29905,1.857,0.782,4066,708,35771490,77.512,172,2.704,436,6,0.196,38.9,31480.7,35.97,31.7,1090,36,1126,3,8000000,0,8000000,7104.796,8000000,57.85,65.42,0.125,0.204,480.7,544.5,186.6,211.3,5805470000,13,5217370000,6,588100000,7,2616255.07,392788030,6459065143,12786167.1,30840235150,7047638852,6840913412,2494605640,598200000,9542244492,4088365.2,1602.5,1488,0.519,0.481,3090.5,3.33,88.24,1.534,0.856,894,616,101,0,9,1,0,0,0.091,0.909,1000,0.451,450.653,50,25648340,217.359,73.8
350,2021,11_Chungbuk,C090,870,724,0,0,0,0,0,0.247,396,98,1.854,1.854,0.844,7896,1.854,0.883,1424,73,25503900,45.58,33,0,0,0,0,83.1,59621.8,29,24.13,65,184,249,2,40320000,122000000,162320000,651887.55,128025000,69.77,83.33,0.033,0.008,506.6,595.5,287.4,349.1,3029773950,22,2675073950,10,354700000,12,4184770.649,88491408,3395492979,0,0,1020483240,966432970,493996050,85956000,1514479290,1941640.1,631,736,0.462,0.538,1367,3.38,87.82,1.613,0.9,346,205,72,3,6,0,0,0,0,1,0,0,0,0,7067440,16.629,60.9
351,2021,11_Chungbuk,C091,2594,2494,11.55,288,63,7,185,0.755,774,584,1.922,1.922,0.875,37415,1.922,0.911,3132,217,50230620,14.435,36,5.613,736,14,0.295,43,21141.1,31.25,30.05,1926,22,1948,3,0,8062520,8062520,4138.871,8062520,64.34,67.48,0.023,0.074,456.3,495.3,124.8,135.5,6155138000,11,6058598000,8,96540000,3,2467978.348,197154356,6500606106,10718849.9,28833706258,6432860755,6302912515,2262155984,454117709,8695016739,3318708.7,1759.9,1371.1,0.562,0.438,3131,3.43,86.27,1.675,0.762,1047,737,107,0,17,0,0,2,0.214,0.786,366.667,0.802,147.02,50,1651130,50.034,79.2
352,2021,11_Chungbuk,C092,3777,3459,0.72,25,0,1,1,0.392,1736,681,1.808,1.808,0.823,47515,1.808,0.794,8772,897,65730420,24.574,85,0.578,22,2,0.006,44.5,23760.8,33.42,30.61,403,248,651,2,0,137268194,137268194,210857.441,137268194,62.43,67.26,0.045,0.074,184.6,212.6,167.7,193.2,6220230000,13,6079370000,6,140860000,7,1798274.068,356173742,3638163984,10494163.9,41074157352,10093152609,9944646289,3413018880,663170490,13506171489,3538425.9,2504.6,3112.4,0.446,0.554,5617,3.51,86.39,1.673,0.761,1578,1135,208,7,24,4,18,3,0.25,0.75,300,7.228,86.73,33.333,6899610,68.996,69.4
353,2021,12_Chungnam,C093,5387,4865,7.15,348,146,16,219,0.343,2916,999,1.789,1.789,0.814,64087,1.789,0.746,21734,502,34743805,79.959,389,1.028,1436,5,0.295,32.5,22004.7,33.46,30.22,9586,272,9858,2,3207550,80615460,83823010,8503.044,83823010,63.39,69.7,0.141,0.223,190.1,217,128.4,146.6,7455640500,13,7371564000,8,84076500,5,1532505.755,131893181,7706124434,9699323.3,55809906117,14438187160,14266805040,5272475310,1019800000,19710662470,3587670.6,3712,3784,0.495,0.505,7496,3.66,90.45,1.674,0.805,1990,954,369,0,15,5,16,0,0.345,0.655,190,4.317,39.054,33.333,19068420,103.633,68.6
354,2021,12_Chungnam,C094,3492,3243,7.71,250,75,8,94,0.483,1318,636,1.788,1.788,0.814,44397,1.788,0.784,6514,312,76938000,63.83,207,4.934,513,16,0.158,51.4,42737.6,30.37,28.2,888,194,1082,2,0,22380040,22380040,20683.956,22380040,67.65,71.88,0.107,0.171,433,423.8,196.3,192.1,5473462000,16,5230462000,9,243000000,7,1687777.367,565239842,5825663779,11075047.1,40734023334,9983192540,9673042640,3432483110,228399500,13415675650,3761052.9,2707,2419,0.528,0.472,5126,3.57,89.36,1.659,0.798,1454,1092,100,2,13,0,6,0,0.16,0.84,525,1.85,161.887,33.333,18479220,34.729,74.2
355,2021,12_Chungnam,C095,988,858,0,0,0,0,0,0.172,435,75,1.778,1.778,0.809,7061,1.778,0.814,1793,802,87477262,124.709,107,3.497,27,3,0.031,51.2,23124.3,35.29,30.64,296,62,358,3,0,357116956,357116956,997533.397,207068456,56,65.12,0.007,0.083,2801.5,3225.9,206.6,237.9,3859041000,8,3516041000,4,343000000,4,4497716.783,52141400,3863895820,12944492.5,11779488146,2007067340,1966122180,890522300,183000000,2897589640,3248418.9,759,466,0.62,0.38,1225,3.42,88.29,1.468,0.819,498,267,35,0,5,7,21,4,0.167,0.833,500,37.296,582.751,0,16290530,162.905,70.5
356,2021,12_Chungnam,C096,966,1038,0,0,0,0,0,0.478,364,174,1.936,1.936,0.881,10472,1.936,0.89,2485,0,0,294.798,306,1.927,27,2,0.026,63.5,39270.2,29.27,31.45,633,447,1080,3,0,0,0,0,16732490,67.35,63.46,0.366,0.139,4753.8,4753.8,381.6,381.6,6430661618,17,6430661618,17,0,0,6195242.407,175895027,6618855601,24425181.9,26989825974,3734314918,3577622758,918377130,105300000,4652692048,4460874.4,789,733,0.518,0.482,1522,3.14,85.42,1.692,0.869,489,318,69,0,3,5,0,0,0.143,0.857,600,4.817,578.035,0,55487940,554.879,79.3
357,2021,12_Chungnam,C097,1092,1012,85.77,868,1,15,116,0.091,701,64,1.781,1.781,0.857,11866,1.781,0.858,2608,138,9418000,49.407,50,2.964,172,3,0.17,74.7,58475.1,34.13,31.63,54,139,193,3,0,0,0,0,4594700,60.38,66.67,0.006,0.17,569.8,1302.4,319.2,364.8,4372832000,27,3347033000,10,1025799000,17,4320980.237,298937033,3706884092,0,0,1599152192,1450053692,635908700,97500000,2235060892,2273714,601,1488,0.288,0.712,2089,3.26,83.94,1.685,0.767,366,285,58,15,5,0,0,0,0,1,0,0,0,0,18891070,59.593,65.6
358,2021,12_Chungnam,C098,2728,2427,3.21,78,12,2,3,0.501,1031,517,1.816,1.816,0.826,34611,1.816,0.716,6388,0,0,25.958,63,2.06,152,5,0.063,66.5,24612.5,36.37,32.36,1162,83,1245,4,593570,4700000,5293570,4251.863,5700000,56.39,63.03,0.124,0.406,172.8,201.5,122.5,142.9,4750144000,15,4235144000,7,515000000,8,1957208.076,168758953,4497177583,11954931.8,31501245182,6987720940,6871978570,2205728518,444735080,9193449458,3557836.5,1593,1928,0.452,0.548,3521,3.36,84.47,1.702,0.775,1063,762,105,0,7,2,0,0,0.111,0.889,800,0.824,329.625,0,1802400,20.027,70.9
359,2021,13_Kyungbuk,C099,1737,1826,7.45,136,37,6,55,0.498,745,371,1.826,1.826,0.831,24435,1.826,0.908,3148,131,16802150,20.263,37,2.738,252,5,0.138,61.9,36827.1,31.58,33.2,267,54,321,2,0,27179077,27179077,84670.022,0,64.71,62.5,0.491,0.187,212.8,225.6,191.7,203.2,5797576484,29,5249515114,10,548061370,19,3175014.504,675124813,5503163195,11263110.2,20949384977,5148914374,5075310504,1779310083,141533703,6928224457,3868355.4,1316.9,1423.1,0.481,0.519,2740,3.56,87.26,1.652,0.752,602,459,52,0,6,0,0,0,0.333,0.667,200,0,109.529,0,0,0,80.3
360,2021,13_Kyungbuk,C100,1719,1845,0,0,0,0,0,0.806,540,435,1.838,1.838,0.837,24018,1.838,0.814,5455,159,2845720,0,0,1.084,177,2,0.096,55.3,4998.8,32.43,34.81,198,93,291,2,0,0,0,0,0,66.25,60.23,0.111,0.081,848.3,821.1,168.3,162.9,652366643,7,613366643,6,39000000,1,353586.256,93843164,754562032,10298023.5,17043228917,3613562760,3605462760,2467845960,129900000,6081408720,3812795.4,1121.7,918,0.55,0.45,2039.7,3.48,86.09,1.529,0.735,476,330,67,0,24,0,1,0,0.125,0.875,700,0.542,379.404,0,10032760,10.542,70.4
361,2021,13_Kyungbuk,C101,924,816,0,0,0,0,0,0.055,599,33,1.731,1.731,0.788,11646,1.731,0.773,1941,146,22904848,47.794,39,3.676,251,3,0.308,70.6,65226.5,33,29.14,139,165,304,4,3900000,13905000,17805000,58569.079,12805000,60.87,70,0,0.045,0,0,0,0,4599433350,27,1970339000,9,2629094350,18,5636560.478,469606080,5207063949,0,0,1091413740,983597680,553150260,120000,1644564000,2005565.9,487,957,0.337,0.663,1444,3.56,89.88,1.451,0.902,295,169,55,0,8,0,0,3,0,1,0,3.676,0,0,0,0,66.1
362,2021,13_Kyungbuk,C102,1166,1233,4.87,60,24,4,80,0.644,410,264,1.758,1.758,0.8,18032,1.758,0.731,4175,412,46087984,33.252,41,9.732,416,12,0.337,38,34383.2,29.15,30.83,477,58,535,2,500000,3723289,4223289,7893.998,3723289,67.8,63.49,0.003,0.136,153.5,151,141.1,138.8,146000000,1,146000000,1,0,0,118410.381,63748642,3092044669,10774588.4,13468235521,3040938020,3000392100,1241943494,0,4282881514,3470730.6,755.8,614,0.552,0.448,1369.8,3.59,87.9,1.44,0.74,337,273,15,0,1,0,0,0,0.053,0.947,1800,0,1459.854,50,0,0,75.6
363,2021,13_Kyungbuk,C103,2341,2730,5.57,152,28,5,31,0.837,705,590,1.789,1.789,0.814,37332,1.789,0.835,4917,250,14619438,0,0,0.366,286,1,0.105,48.2,16443.7,28.9,33.7,228,23,251,3,0,11106500,11106500,44249.004,0,71.05,61.83,0.097,0.157,394.8,375.2,192.3,182.8,6454809070,22,5119324000,5,1335485070,17,2364398.927,266263191,6985984942,10591097.1,30216399953,8399127048,8267611300,2722114590,655214840,11121241638,3969037,1662,1405.3,0.542,0.458,3067.3,3.53,87.99,1.642,0.79,1076,748,176,0,7,1,1,0,0.205,0.795,388.889,0.733,142.45,50,10020000,33.669,74.7
364,2021,13_Kyungbuk,C104,3645,5131,6.16,316,107,11,207,0.615,1407,866,1.651,1.651,0.751,52573,1.651,0.817,9275,183,61066980,7.601,39,1.364,303,7,0.059,40.3,16134.5,29.16,41.05,616,60,676,2,0,14000000,14000000,20710.059,5000000,69.83,50,0.008,0.034,135.4,113.5,112.3,94.3,9679070145,23,8339915600,9,1339154545,14,1886390.595,1600853568,11049500906,10774310.2,54582655606,15947517190,15823611550,7778156720,449800000,23725673910,4826215.2,3031,2940,0.508,0.492,5971,3.62,88.13,1.388,0.775,1989,1563,230,0,43,15,4,0,0.314,0.686,218.75,3.703,42.633,33.333,3286670,32.867,77.6
365,2021,13_Kyungbuk,C105,3854,3861,4.51,174,14,10,20,0.495,1589,786,1.775,1.775,0.808,51902,1.775,0.814,8832,1646,97512253,102.046,394,0.518,5,2,0.001,37.5,22477.4,34.11,34.17,3030,157,3187,19,1000000,182406000,183406000,57548.164,183406000,61.08,60.75,0,0.187,261.5,269.3,138.5,146.2,6090294600,30,5582680000,9,507614600,21,1577387.879,438328304,6597906124,9271977.3,38098554736,10525369899,10451173239,3699510120,0,14224880019,3630648.3,2121.8,3192.2,0.399,0.601,5314,3.61,87.53,1.781,0.856,1644,832,283,115,47,6,0,0,0.229,0.771,336.364,1.554,87.118,50,0,0,69.7
366,2021,13_Kyungbuk,C107,830,844,0,0,0,0,0,0.926,324,300,1.913,1.913,0.871,14384,1.913,0.847,3676,95,6855360,23.697,20,7.109,211,6,0.25,47.5,22780.3,26.77,27.23,266,10,276,3,0,5106300,5106300,18501.087,5106300,77.5,73.81,0.018,0.309,6163.9,6702,152.9,166.2,6015811300,21,2783600000,8,3232211300,13,7127738.507,23719817,4794741862,14309588.9,12735534126,2808265350,2502796650,677644040,81023640,3485909390,4002192.2,502,567,0.47,0.53,1069,3.45,86.48,1.534,0.788,274,204,20,0,8,3,1,0,0.118,0.882,750,4.739,888.626,0,20131690,649.409,76.1
367,2021,13_Kyungbuk,C108,650,608,0,0,0,0,0,0.445,310,138,1.91,1.91,0.869,8157,1.91,0.867,2054,105,3625480,59.211,36,11.513,286,7,0.47,197.6,42989.2,27.08,25.33,218,0,218,1,7373734,0,7373734,33824.468,0,75,77.42,0,0.049,1646.8,1740.8,523.3,553.2,837739230,6,597111230,3,240628000,3,1377860.576,0,825588445,11688423.5,7398772084,1494811600,1423286600,446766200,0,1941577800,3141711.7,485,545,0.471,0.529,1030,3.12,83.94,1.585,0.815,211,176,33,0,2,0,0,0,0,1,0,0,0,0,39657000,188.843,76.1
368,2021,13_Kyungbuk,C109,2214,2151,0,0,0,0,0,0.683,775,529,1.878,1.878,0.855,33629,1.878,0.817,6660,289,31546500,27.894,60,1.395,289,3,0.134,37.2,19158,29.13,28.3,807,97,904,3,0,25100200,25100200,27765.708,25100500,69.72,71.7,0.068,0.029,139.2,143.3,132,135.8,3193500000,5,2875000000,2,318500000,3,1484658.298,0,3188139908,8473272.9,19742725817,5851673218,5805383218,2096200140,311170240,7947873358,3476760,1481.5,1088.5,0.576,0.424,2570,3.44,85.8,1.532,0.697,820,627,54,6,6,1,0,0,0.318,0.682,214.286,0.465,99.621,50,5386940,46.843,70.3
369,2021,13_Kyungbuk,C110,1252,1491,0,0,0,0,0,0.47,583,274,1.564,1.564,0.712,17560,1.564,0.627,4774,374,19801000,0,0,6.036,444,9,0.298,32.8,22109.2,30.54,36.37,1278,0,1278,3,0,3000000,3000000,2347.418,3000000,77.36,65.08,0.09,0.113,512.9,466,151.5,137.7,3317922580,11,2528331987,4,789590593,7,2225300.188,34000000,2128378730,8189382.3,13119390387,3533021685,3529583125,2283993450,0,5817015135,3772383.4,1156,756,0.605,0.395,1912,3.39,86.24,1.341,0.689,778,409,47,0,32,2,0,0,0.609,0.391,64.286,1.341,43.116,0,17572484,1117.572,68.3
370,2021,13_Kyungbuk,C111,2554,2369,7.13,169,45,7,63,0.705,984,694,1.898,1.898,0.864,37971,1.898,0.908,6338,172,34056590,33.77,80,1.688,905,4,0.382,52.5,33514.5,31.15,28.89,850,90,940,2,59350000,0,59350000,63138.298,5500000,64.57,69.49,0.025,0.162,177.3,193.1,117.5,128,5205099800,18,4896849800,7,308250000,11,2197171.718,19769097,4882612163,10171785.3,26568703279,7126391550,7018947190,2540303200,507900000,9666694750,3765755.6,1695,1802,0.485,0.515,3497,3.52,86.81,1.673,0.761,958,644,94,0,5,3,0,0,0.167,0.833,500,1.266,211.06,50,3799340,13.741,79.1
371,2021,13_Kyungbuk,C112,874,449,0,0,0,0,0,0.4,190,76,1.615,1.615,0.735,5601,1.615,0.766,1452,0,0,4.454,2,17.817,194,8,0.432,52.9,0,39.73,20.41,59,0,59,0,0,0,0,0,0,55,104.76,0.082,0,1900.7,3358.4,211.1,373,0,0,0,0,0,0,0,0,0,5575624.2,2804538949,164105380,158146820,1009036100,0,1173141480,2374780.3,460,193,0.704,0.296,653,3.53,88.89,1.497,0.836,174,142,41,0,17,0,0,0,0.222,0.778,350,0,779.51,0,25374580,5074.916,71.6
372,2021,13_Kyungbuk,C113,1785,1641,1.34,22,1,1,1,0.551,603,332,1.819,1.819,0.828,21748,1.819,0.779,4921,473,28403751,30.469,50,1.828,280,3,0.171,52.5,27299.5,29.75,27.35,191,113,304,4,7350000,5000000,12350000,40625,12350000,68.18,73.17,0.009,0.051,768.2,787.4,307.5,315.2,1083114679,14,345214679,3,737900000,11,660033.321,86580000,2275359293,10169144.7,18538350819,5281901460,5080471900,1350221070,0,6632122530,3778987.2,1245,991,0.557,0.443,2236,3.6,87.67,1.706,0.82,683,473,48,0,10,0,3,0,0.125,0.875,700,1.828,426.569,50,12725830,181.798,65.4
373,2021,13_Kyungbuk,C115,1784,1890,0,0,0,0,0,0.628,734,461,1.795,1.795,0.817,24832,1.795,0.823,4673,342,8839950,0,0,2.646,741,5,0.392,44.6,16281.9,29.73,31.5,98,43,141,2,4000,5000000,5004000,35489.362,0,68.97,66.67,0.026,0.06,115.8,123.9,175.8,188.1,4493660000,6,3387000000,3,1106660000,3,2377597.884,0,3481036444,9961018,19155037642,5338465690,5318335630,1837288463,94324303,7175754153,3847589.4,1174,1592,0.424,0.576,2766,3.51,86.85,1.396,0.717,695,480,91,0,38,0,4,2,0.167,0.833,500,3.175,264.55,50,98318810,756.299,72.7
374,2021,14_Kyungnam,C116,1184,1066,12.1,129,24,7,45,0.426,441,188,1.812,1.812,0.825,13256,1.812,0.815,3547,135,31940684,42.214,45,6.567,243,7,0.228,61.7,30274,32,28.81,54,69,123,4,0,14685500,14685500,119394.309,0,64.91,69.81,0.176,0.33,650.8,1575.3,187,226.3,5275906000,9,4758906000,5,517000000,4,4949255.159,213096582,5937012312,15054714.8,17779618120,3008653960,2936659400,1036539350,74154800,4045193310,3514503.3,711.4,847.6,0.456,0.544,1559,3.39,85.43,1.552,0.746,418,331,22,0,2,1,0,6,0.182,0.818,450,6.567,422.139,0,7246700,20.899,75.4
375,2021,14_Kyungnam,C117,885,804,14.93,120,0,8,8,0.218,602,131,1.807,1.807,0.823,11898,1.807,0.795,1825,231,25647090,185.323,149,2.488,95,2,0.118,51.8,32808.3,30.52,27.72,320,200,520,4,0,0,0,0,86369750,64.44,70.73,0.293,0.218,746.1,844.8,220.2,249.4,3252860000,8,2383860000,2,869000000,6,4045845.771,1244545000,4224193540,0,0,1284356920,1231979360,727571560,116756000,2011928480,2474696.8,581,1091,0.347,0.653,1672,3.29,73.13,1.567,0.754,331,195,61,0,4,0,13,5,0,1,0,22.388,0,0,3420400,18.589,69.2
376,2021,14_Kyungnam,C118,750,728,30.49,222,73,8,152,0.177,525,93,1.773,1.773,0.807,9800,1.773,0.876,2597,166,12268420,64.56,47,9.615,1232,7,1.692,47.7,33206.4,31.25,30.33,901,87,988,2,1151000,13818700,14969700,15151.518,399800,66.67,66.67,0,0.094,683.6,768.6,251.3,282.6,4450070000,7,3545070000,2,905000000,5,6112733.516,32918182,4139568555,0,0,1434948680,1353446620,640927000,73100000,2075875680,2793910.7,437,905,0.326,0.674,1342,3.41,87.28,1.701,0.874,323,218,19,0,3,0,0,2,0,1,0,2.747,0,0,19606410,0,62.9
377,2021,14_Kyungnam,C119,1296,1428,10.57,151,2,3,4,0.529,629,333,1.996,1.996,0.909,19153,1.996,0.862,3429,287,6017130,22.409,32,13.305,149,19,0.104,26,17103.2,28.17,31.04,122,46,168,3,947500,13651100,14598600,86896.429,14598600,71.88,64.79,0.305,0.107,427.6,409,128.1,122.5,1464261000,6,1420661000,4,43600000,2,1025392.857,0,1338444484,9275844.8,13644767671,4499569200,4473058400,1260955700,78115700,5760524900,4011507.6,1154,814,0.586,0.414,1968,3.14,82.65,1.723,0.829,457,238,50,0,7,0,0,0,0.091,0.909,1000,0,700.28,50,37192000,186.419,67.9
378,2021,14_Kyungnam,C120,1950,2072,0,0,0,0,0,0.285,1206,344,1.684,1.684,0.767,27721,1.684,0.802,3984,452,12106734,118.243,245,0.965,779,2,0.376,36.1,22723.9,33.05,35.12,904,228,1132,3,0,24396210,24396210,21551.422,0,60.82,57.28,0.232,0.026,698.1,672.1,196.1,188.8,5567265600,18,5325565600,15,241700000,3,2686904.247,379985377,5679549394,10937094.5,24991260872,6143142580,5940242580,2372976995,0,8516119575,3815465.8,1441.8,1821.3,0.442,0.558,3263.1,3.5,88.62,1.591,0.817,858,534,109,0,11,11,0,0,0.053,0.947,1800,5.309,868.726,50,113136000,511.928,69.7
379,2021,14_Kyungnam,C121,5361,5422,6.73,365,15,13,36,0.72,1638,1179,1.861,1.861,0.847,69688,1.861,0.85,10988,256,29809580,34.858,189,0.738,694,4,0.128,35.6,21662.9,33.72,34.1,1049,1017,2066,5,4000000,151792479,155792479,75407.783,98762869,60.23,58.89,0.108,0.131,192.4,190.9,167.8,166.5,6888775000,14,5306475000,8,1582300000,6,1270522.87,153677637,5975476662,9755712.9,54349076473,13041961120,12861239200,5031088930,531300000,18073050050,3336357.8,3306.3,3038.8,0.521,0.479,6345.1,3.32,84.63,1.675,0.763,1834,1316,118,6,11,3,0,0,0.229,0.771,337.5,0.553,62.246,33.333,0,0,70.9
380,2021,14_Kyungnam,C122,1154,1198,7.76,93,63,8,20,0.749,367,275,1.869,1.869,0.85,12024,1.869,0.836,3869,139,34607373,50.918,61,0.835,207,1,0.173,61.7,31349.5,30.37,31.53,289,2,291,4,0,1765000,1765000,6065.292,1765000,65.52,62.3,0.003,0.162,507.7,496.1,194.3,189.8,4283704600,7,4263704600,6,20000000,1,3575713.356,146294676,4150131985,14168257.2,17101086415,2553374083,2529428083,1239056917,141700000,3792431000,3297766.1,840,730,0.535,0.465,1570,3.48,88.33,1.39,0.776,444,341,20,0,2,8,0,0,0.222,0.778,350,6.678,292.154,50,46556720,4655.672,69.1
381,2021,14_Kyungnam,C123,2370,2701,61.27,1655,41,21,33,0.391,1366,534,1.926,1.926,0.876,41868,1.926,0.861,9454,889,26099820,1.111,3,0.37,783,1,0.29,33.9,27466.9,29.63,33.76,1649,20,1669,3,0,0,0,0,0,68.38,59.7,0.116,0.162,55.7,49.3,113.1,100.2,0,0,0,0,0,0,0,20090908,20690981,8198487.6,23595247378,8123946217,8054041227,2376155084,0,10500101301,3712907.1,1727.2,1439.6,0.545,0.455,3166.8,3.35,83.92,1.684,0.766,867,631,50,0,7,0,0,0,0.233,0.767,328.571,0,121.648,50,36651720,274.339,76
382,2021,14_Kyungnam,C125,2590,2006,9.97,200,42,4,4,0.29,976,283,1.805,1.805,0.822,27561,1.805,0.791,6141,254,34835560,49.352,99,1.496,2356,3,1.174,74.5,22980.8,33.64,26.05,447,166,613,2,0,13521731,13521731,22058.289,13521731,62.6,80.21,0.06,0.064,300.7,367,276.7,337.8,5991170844,23,5363876844,14,627294000,9,2986625.545,618335793,6035463290,12199339,33084607289,6490688840,6423672100,2126277400,0,8616966240,3391171.3,1657,1467,0.53,0.47,3124,3.29,83.67,1.69,0.769,1119,806,117,0,24,9,0,0,0.333,0.667,200,4.487,99.701,50,0,0,62.8
383,2021,14_Kyungnam,C126,594,587,28.11,165,57,7,74,0.306,294,90,1.742,1.742,0.793,7096,1.742,0.856,1421,310,40759750,420.784,247,3.407,303,2,0.516,38,24896.1,31.26,30.89,268,85,353,2,0,10801881,10801881,30600.229,0,63.33,63.33,0,0.264,157.6,565.8,165.8,297.6,2172939409,10,1912072720,5,260866689,5,3701770.714,376763161,2376793717,14230496.8,9036365472,1952653350,1869978650,717598600,0,2670251950,4251993.6,403,485,0.454,0.546,888,3.51,87.09,1.504,0.839,315,250,8,0,4,6,0,0,0.429,0.571,133.333,10.221,227.144,0,55447000,52.161,82.5
384,2021,15_Chonbuk,C127,884,1156,15.4,178,8,1,1,3.354,147,493,1.833,1.833,0.834,17287,1.833,0.735,4252,18,833050,0,0,0,0,0,0,34.5,22488.8,27.63,36.13,135,63,198,2,744000,0,744000,3757.576,0,71.11,55.17,0.038,0.339,192.1,73.4,114,87.2,117000000,2,100000000,1,17000000,1,101211.073,47454500,69839050,8657885,9973883567,2686916950,2662927950,950000000,100000000,3636916950,3181904.6,716,440,0.619,0.381,1156,3.33,85.79,1.379,0.77,287,214,2,0,0,2,0,0,0.083,0.917,1100,1.73,951.557,0,38950,0.325,82
385,2021,15_Chonbuk,C128,1569,1858,0.86,16,8,1,8,0.229,998,229,1.639,1.639,0.746,23634,1.639,0.818,4806,0,0,55.974,104,4.306,114,8,0.061,48.4,21638.7,31.38,37.16,100,112,212,3,1900000,0,1900000,8962.264,0,65.79,56.18,0.18,0.037,470.5,458.7,135.9,132.5,4090845940,19,3441688940,7,649157000,12,2201747.008,5934000,3254923057,10999535.2,20943115028,4933295316,4894995816,1724851266,0,6658146582,3583501.9,1297.2,1738.5,0.427,0.573,3035.7,3.6,87.87,1.412,0.726,739,423,118,5,21,0,0,1,0.2,0.8,400,0.538,215.285,50,20334730,50.837,72.3
386,2021,15_Chonbuk,C129,1320,1071,0,0,0,0,0,0.345,568,196,1.946,1.946,0.885,15832,1.946,0.955,1709,0,0,0,0,1.867,42,2,0.039,38.7,8231.1,40,32.45,0,0,0,0,0,0,0,0,0,50,61.11,0.03,0.03,484.2,575.1,192.8,229,0,0,0,0,0,0,0,10080240,10393634,9812638,11912542565,2604577285,2594196685,1196545980,274710000,3801123265,3337246.1,561,1202,0.318,0.682,1763,3.34,84.34,1.664,0.757,542,231,104,0,10,0,0,0,0,1,0,0,0,0,41103040,0,42.8
